     t        m      T
 7921.00   -6.08  189.84
 7922.00   -6.08  189.84
 7923.00   -6.08  189.84
 7924.00   -6.08  189.84
 7925.00   -6.08  189.84
 7926.00   -6.08  189.84
 7927.00   -6.08  189.84
 7928.00   -6.08  189.84
 7929.00   -6.08  189.84
 7930.00   -6.08  189.84
 7931.00   -6.08  189.84
 7932.00   -6.08  189.84
 7933.00   -6.08  189.84
 7934.00   -6.08  189.84
 7935.00   -6.08  189.84
 7936.00   -6.08  189.84
 7937.00   -6.08  189.84
 7938.00   -6.08  189.84
 7939.00   -6.08  189.84
 7940.00   -6.08  189.84
 7941.00   -6.08  189.84
 7942.00   -6.08  189.84
 7943.00   -6.08  189.84
 7944.00   -6.08  189.84
 7945.00   -6.08  189.84
 7946.00   -6.08  189.84
 7947.00   -6.08  189.84
 7948.00   -6.08  189.84
 7949.00   -6.08  189.84
 7950.00   -6.08  189.84
 7951.00   -6.08  189.84
 7952.00   -6.08  189.84
 7953.00   -6.08  189.84
 7954.00   -6.08  189.84
 7955.00   -6.08  189.84
 7956.00   -6.08  189.84
 7957.00   -6.08  189.84
 7958.00   -6.08  189.84
 7959.00   -6.08  189.84
 7960.00   -6.08  189.84
 7961.00   -6.08  189.84
 7962.00   -6.08  189.84
 7963.00   -6.08  189.84
 7964.00   -6.08  189.84
 7965.00   -6.08  189.84
 7966.00   -6.08  189.84
 7967.00   -6.08  189.84
 7968.00   -6.08  189.84
 7969.00   -6.08  189.84
 7970.00   -6.08  189.84
 7971.00   -6.08  189.84
 7972.00   -6.08  189.84
 7973.00   -6.08  189.84
 7974.00   -6.08  189.84
 7975.00   -6.08  189.84
 7976.00   -6.08  189.84
 7977.00   -6.08  189.84
 7978.00   -6.08  189.84
 7979.00   -6.08  189.84
 7980.00   -6.08  189.84
 7981.00   -6.08  189.84
 7982.00   -6.08  189.84
 7983.00   -6.08  189.84
 7984.00   -6.08  189.84
 7985.00   -6.08  189.84
 7986.00   -6.08  189.84
 7987.00   -6.08  189.84
 7988.00   -6.08  189.84
 7989.00   -6.08  189.84
 7990.00   -6.08  189.84
 7991.00   -6.08  189.84
 7992.00   -6.08  189.84
 7993.00   -6.08  189.84
 7994.00   -6.08  189.84
 7995.00   -6.08  189.84
 7996.00   -6.08  189.84
 7997.00   -6.08  189.84
 7998.00   -6.08  189.84
 7999.00   -6.08  189.84
 8000.00   -6.08  189.84
 8001.00   -6.08  189.84
 8002.00   -6.08  189.84
 8003.00   -6.08  189.84
 8004.00   -6.08  189.84
 8005.00   -6.08  189.84
 8006.00   -6.08  189.84
 8007.00   -6.08  189.84
 8008.00   -6.08  189.84
 8009.00   -6.08  189.84
 8010.00   -6.08  189.84
 8011.00   -6.08  189.84
 8012.00   -6.08  189.84
 8013.00   -6.08  189.84
 8014.00   -6.08  189.84
 8015.00   -6.08  189.84
 8016.00   -6.08  189.84
 8017.00   -6.08  189.84
 8018.00   -6.08  189.84
 8019.00   -6.08  189.84
 8020.00   -6.08  189.84
 8021.00   -6.08  189.84
 8022.00   -6.08  189.84
 8023.00   -6.08  189.84
 8024.00   -6.08  189.84
 8025.00   -6.08  189.84
 8026.00   -6.08  189.84
 8027.00   -6.08  189.84
 8028.00   -6.08  189.84
 8029.00   -6.08  189.84
 8030.00   -6.08  189.84
 8031.00   -6.08  189.84
 8032.00   -6.08  189.84
 8033.00   -6.08  189.84
 8034.00   -6.08  189.84
 8035.00   -6.08  189.84
 8036.00   -6.08  189.84
 8037.00   -6.08  189.84
 8038.00   -6.08  189.84
 8039.00   -6.08  189.84
 8040.00   -6.08  189.84
 8041.00   -6.08  189.84
 8042.00   -6.08  189.84
 8043.00   -6.08  189.84
 8044.00   -6.08  189.84
 8045.00   -6.08  189.84
 8046.00   -6.08  189.84
 8047.00   -6.08  189.84
 8048.00   -6.08  189.84
 8049.00   -6.08  189.84
 8050.00   -6.08  189.84
 8051.00   -6.08  189.84
 8052.00   -6.08  189.84
 8053.00   -6.08  189.84
 8054.00   -6.08  189.84
 8055.00   -6.08  189.84
 8056.00   -6.08  189.84
 8057.00   -6.08  189.84
 8058.00   -6.08  189.84
 8059.00   -6.08  189.84
 8060.00   -6.08  189.84
 8061.00   -6.08  189.84
 8062.00   -6.08  189.84
 8063.00   -6.08  189.84
 8064.00   -6.08  189.84
 8065.00   -6.08  189.84
 8066.00   -6.08  189.84
 8067.00   -6.08  189.84
 8068.00   -6.08  189.84
 8069.00   -6.08  189.84
 8070.00   -6.08  189.84
 8071.00   -6.08  189.84
 8072.00   -6.08  189.84
 8073.00   -6.08  189.84
 8074.00   -6.08  189.84
 8075.00   -6.08  189.84
 8076.00   -6.08  189.84
 8077.00   -6.08  189.84
 8078.00   -6.08  189.84
 8079.00   -6.08  189.84
 8080.00   -6.08  189.84
 8081.00   -6.08  189.84
 8082.00   -6.08  189.84
 8083.00   -6.08  189.84
 8084.00   -6.08  189.84
 8085.00   -6.08  189.84
 8086.00   -6.08  189.84
 8087.00   -6.08  189.84
 8088.00   -6.08  189.84
 8089.00   -6.08  189.84
 8090.00   -6.08  189.84
 8091.00   -6.08  189.84
 8092.00   -6.08  189.84
 8093.00   -6.08  189.84
 8094.00   -6.08  189.84
 8095.00   -6.08  189.84
 8096.00   -6.08  189.84
 8097.00   -6.08  189.84
 8098.00   -6.08  189.84
 8099.00   -6.08  189.84
 8100.00   -6.08  189.84
 8101.00   -6.08  189.84
 8102.00   -6.08  189.84
 8103.00   -6.08  189.84
 8104.00   -6.08  189.84
 8105.00   -6.08  189.84
 8106.00   -6.08  189.84
 8107.00   -6.08  189.84
 8108.00   -6.08  189.84
 8109.00   -6.08  189.84
 8110.00   -6.08  189.84
 8111.00   -6.08  189.84
 8112.00   -6.08  189.84
 8113.00   -6.08  189.84
 8114.00   -6.08  189.84
 8115.00   -6.08  189.84
 8116.00   -6.08  189.84
 8117.00   -6.08  189.84
 8118.00   -6.08  189.84
 8119.00   -6.08  189.84
 8120.00   -6.08  189.84
 8121.00   -6.08  189.84
 8122.00   -6.08  189.84
 8123.00   -6.08  189.84
 8124.00   -6.08  189.84
 8125.00   -6.08  189.84
 8126.00   -6.08  189.84
 8127.00   -6.08  189.84
 8128.00   -6.08  189.84
 8129.00   -6.08  189.84
 8130.00   -6.08  189.84
 8131.00   -6.08  189.84
 8132.00   -6.08  189.84
 8133.00   -6.08  189.84
 8134.00   -6.08  189.84
 8135.00   -6.08  189.84
 8136.00   -6.08  189.84
 8137.00   -6.08  189.84
 8138.00   -6.08  189.84
 8139.00   -6.08  189.84
 8140.00   -6.08  189.84
 8141.00   -6.08  189.84
 8142.00   -6.08  189.84
 8143.00   -6.08  189.84
 8144.00   -6.08  189.84
 8145.00   -6.08  189.84
 8146.00   -6.08  189.84
 8147.00   -6.08  189.84
 8148.00   -6.08  189.84
 8149.00   -6.08  189.84
 8150.00   -6.08  189.84
 8151.00   -6.08  189.84
 8152.00   -6.08  189.84
 8153.00   -6.08  189.84
 8154.00   -6.08  189.84
 8155.00   -6.08  189.84
 8156.00   -6.08  189.84
 8157.00   -6.08  189.84
 8158.00   -6.08  189.84
 8159.00   -6.08  189.84
 8160.00   -6.08  189.84
 8161.00   -6.08  189.84
 8162.00   -6.08  189.84
 8163.00   -6.08  189.84
 8164.00   -6.08  189.84
 8165.00   -6.08  189.84
 8166.00   -6.08  189.84
 8167.00   -6.08  189.84
 8168.00   -6.08  189.84
 8169.00   -6.08  189.84
 8170.00   -6.08  189.84
 8171.00   -6.08  189.84
 8172.00   -6.08  189.84
 8173.00   -6.08  189.84
 8174.00   -6.08  189.84
 8175.00   -6.08  189.84
 8176.00   -6.08  189.84
 8177.00   -6.08  189.84
 8178.00   -6.08  189.84
 8179.00   -6.08  189.84
 8180.00   -6.08  189.84
 8181.00   -6.08  189.84
 8182.00   -6.08  189.84
 8183.00   -6.08  189.84
 8184.00   -6.08  189.84
 8185.00   -6.08  189.84
 8186.00   -6.08  189.84
 8187.00   -6.08  189.84
 8188.00   -6.08  189.84
 8189.00   -6.08  189.84
 8190.00   -6.08  189.84
 8191.00   -6.08  189.84
 8192.00   -6.08  189.84
 8193.00   -6.08  189.84
 8194.00   -6.08  189.84
 8195.00   -6.08  189.84
 8196.00   -6.08  189.84
 8197.00   -6.08  189.84
 8198.00   -6.08  189.84
 8199.00   -6.08  189.84
 8200.00   -6.08  189.84
 8201.00   -6.08  189.84
 8202.00   -6.08  189.84
 8203.00   -6.08  189.84
 8204.00   -6.08  189.84
 8205.00   -6.08  189.84
 8206.00   -6.08  189.84
 8207.00   -6.08  189.84
 8208.00   -6.08  189.84
 8209.00   -6.08  189.84
 8210.00   -6.08  189.84
 8211.00   -6.08  189.84
 8212.00   -6.08  189.84
 8213.00   -6.08  189.84
 8214.00   -6.08  189.84
 8215.00   -6.08  189.84
 8216.00   -6.08  189.84
 8217.00   -6.08  189.84
 8218.00   -6.08  189.84
 8219.00   -6.08  189.84
 8220.00   -6.08  189.84
 8221.00   -6.08  189.84
 8222.00   -6.08  189.84
 8223.00   -6.08  189.84
 8224.00   -6.08  189.84
 8225.00   -6.08  189.84
 8226.00   -6.08  189.84
 8227.00   -6.08  189.84
 8228.00   -6.08  189.84
 8229.00   -6.08  189.84
 8230.00   -6.08  189.84
 8231.00   -6.08  189.84
 8232.00   -6.08  189.84
 8233.00   -6.08  189.84
 8234.00   -6.08  189.84
 8235.00   -6.08  189.84
 8236.00   -6.08  189.84
 8237.00   -6.08  189.84
 8238.00   -6.08  189.84
 8239.00   -6.08  189.84
 8240.00   -6.08  189.84
 8241.00   -6.08  189.84
 8242.00   -6.08  189.84
 8243.00   -6.08  189.84
 8244.00   -6.08  189.84
 8245.00   -6.08  189.84
 8246.00   -6.08  189.84
 8247.00   -6.08  189.84
 8248.00   -6.08  189.84
 8249.00   -6.08  189.84
 8250.00   -6.08  189.84
 8251.00   -6.08  189.84
 8252.00   -6.08  189.84
 8253.00   -6.08  189.84
 8254.00   -6.08  189.84
 8255.00   -6.08  189.84
 8256.00   -6.08  189.84
 8257.00   -6.08  189.84
 8258.00   -6.08  189.84
 8259.00   -6.08  189.84
 8260.00   -6.08  189.84
 8261.00   -6.08  189.84
 8262.00   -6.08  189.84
 8263.00   -6.08  189.84
 8264.00   -6.08  189.84
 8265.00   -6.08  189.84
 8266.00   -6.08  189.84
 8267.00   -6.08  189.84
 8268.00   -6.08  189.84
 8269.00   -6.08  189.84
 8270.00   -6.08  189.84
 8271.00   -6.08  189.84
 8272.00   -6.08  189.84
 8273.00   -6.08  189.84
 8274.00   -6.08  189.84
 8275.00   -6.08  189.84
 8276.00   -6.08  189.84
 8277.00   -6.08  189.84
 8278.00   -6.08  189.84
 8279.00   -6.08  189.84
 8280.00   -6.08  189.84
 8281.00   -6.08  189.84
 8282.00   -6.08  189.84
 8283.00   -6.08  189.84
 8284.00   -6.08  189.84
 8285.00   -6.08  189.84
 8286.00   -6.08  189.84
 8287.00   -6.08  189.84
 8288.00   -6.08  189.84
 8289.00   -6.08  189.84
 8290.00   -6.08  189.84
 8291.00   -6.08  189.84
 8292.00   -6.08  189.84
 8293.00   -6.08  189.84
 8294.00   -6.08  189.84
 8295.00   -6.08  189.84
 8296.00   -6.08  189.84
 8297.00   -6.08  189.84
 8298.00   -6.08  189.84
 8299.00   -6.08  189.84
 8300.00   -6.08  189.84
 8301.00   -6.08  189.84
 8302.00   -6.08  189.84
 8303.00   -6.08  189.84
 8304.00   -6.08  189.84
 8305.00   -6.08  189.84
 8306.00   -6.08  189.84
 8307.00   -6.08  189.84
 8308.00   -6.08  189.84
 8309.00   -6.08  189.84
 8310.00   -6.08  189.84
 8311.00   -6.08  189.84
 8312.00   -6.08  189.84
 8313.00   -6.08  189.84
 8314.00   -6.08  189.84
 8315.00   -6.08  189.84
 8316.00   -6.08  189.84
 8317.00   -6.08  189.84
 8318.00   -6.08  189.84
 8319.00   -6.08  189.84
 8320.00   -6.08  189.84
 8321.00   -6.08  189.84
 8322.00   -6.08  189.84
 8323.00   -6.08  189.84
 8324.00   -6.08  189.84
 8325.00   -6.08  189.84
 8326.00   -6.08  189.84
 8327.00   -6.08  189.84
 8328.00   -6.08  189.84
 8329.00   -6.08  189.84
 8330.00   -6.08  189.84
 8331.00   -6.08  189.84
 8332.00   -6.08  189.84
 8333.00   -6.08  189.84
 8334.00   -6.08  189.84
 8335.00   -6.08  189.84
 8336.00   -6.08  189.84
 8337.00   -6.08  189.84
 8338.00   -6.08  189.84
 8339.00   -6.08  189.84
 8340.00   -6.08  189.84
 8341.00   -6.08  189.84
 8342.00   -6.08  189.84
 8343.00   -6.08  189.84
 8344.00   -6.08  189.84
 8345.00   -6.08  189.84
 8346.00   -6.08  189.84
 8347.00   -6.08  189.84
 8348.00   -6.08  189.84
 8349.00   -6.08  189.84
 8350.00   -6.08  189.84
 8351.00   -6.08  189.84
 8352.00   -6.08  189.84
 8353.00   -6.08  189.84
 8354.00   -6.08  189.84
 8355.00   -6.08  189.84
 8356.00   -6.08  189.84
 8357.00   -6.08  189.84
 8358.00   -6.08  189.84
 8359.00   -6.08  189.84
 8360.00   -6.08  189.84
 8361.00   -6.08  189.84
 8362.00   -6.08  189.84
 8363.00   -6.08  189.84
 8364.00   -6.08  189.84
 8365.00   -6.08  189.84
 8366.00   -6.08  189.84
 8367.00   -6.08  189.84
 8368.00   -6.08  189.84
 8369.00   -6.08  189.84
 8370.00   -6.08  189.84
 8371.00   -6.08  189.84
 8372.00   -6.08  189.84
 8373.00   -6.08  189.84
 8374.00   -6.08  189.84
 8375.00   -6.08  189.84
 8376.00   -6.08  189.84
 8377.00   -6.08  189.84
 8378.00   -6.08  189.84
 8379.00   -6.08  189.84
 8380.00   -6.08  189.84
 8381.00   -6.08  189.84
 8382.00   -6.08  189.84
 8383.00   -6.08  189.84
 8384.00   -6.08  189.84
 8385.00   -6.08  189.84
 8386.00   -6.08  189.84
 8387.00   -6.08  189.84
 8388.00   -6.08  189.84
 8389.00   -6.08  189.84
 8390.00   -6.08  189.84
 8391.00   -6.08  189.84
 8392.00   -6.08  189.84
 8393.00   -6.08  189.84
 8394.00   -6.08  189.84
 8395.00   -6.08  189.84
 8396.00   -6.08  189.84
 8397.00   -6.08  189.84
 8398.00   -6.08  189.84
 8399.00   -6.08  189.84
 8400.00   -6.08  189.84
 8401.00   -6.08  189.84
 8402.00   -6.08  189.84
 8403.00   -6.08  189.84
 8404.00   -6.08  189.84
 8405.00   -6.08  189.84
 8406.00   -6.08  189.84
 8407.00   -6.08  189.84
 8408.00   -6.08  189.84
 8409.00   -6.08  189.84
 8410.00   -6.08  189.84
 8411.00   -6.08  189.84
 8412.00   -6.08  189.84
 8413.00   -6.08  189.84
 8414.00   -6.08  189.84
 8415.00   -6.08  189.84
 8416.00   -6.08  189.84
 8417.00   -6.08  189.84
 8418.00   -6.08  189.84
 8419.00   -6.08  189.84
 8420.00   -6.08  189.84
 8421.00   -6.08  189.84
 8422.00   -6.08  189.84
 8423.00   -6.08  189.84
 8424.00   -6.08  189.84
 8425.00   -6.08  189.84
 8426.00   -6.08  189.84
 8427.00   -6.08  189.84
 8428.00   -6.08  189.84
 8429.00   -6.08  189.84
 8430.00   -6.08  189.84
 8431.00   -6.08  189.84
 8432.00   -6.08  189.84
 8433.00   -6.08  189.84
 8434.00   -6.08  189.84
 8435.00   -6.08  189.84
 8436.00   -6.08  189.84
 8437.00   -6.08  189.84
 8438.00   -6.08  189.84
 8439.00   -6.08  189.84
 8440.00   -6.08  189.84
 8441.00   -6.08  189.84
 8442.00   -6.08  189.84
 8443.00   -6.08  189.84
 8444.00   -6.08  189.84
 8445.00   -6.08  189.84
 8446.00   -6.08  189.84
 8447.00   -6.08  189.84
 8448.00   -6.08  189.84
 8449.00   -6.08  189.84
 8450.00   -6.08  189.84
 8451.00   -6.08  189.84
 8452.00   -6.08  189.84
 8453.00   -6.08  189.84
 8454.00   -6.08  189.84
 8455.00   -6.08  189.84
 8456.00   -6.08  189.84
 8457.00   -6.08  189.84
 8458.00   -6.08  189.84
 8459.00   -6.08  189.84
 8460.00   -6.08  189.84
 8461.00   -6.08  189.84
 8462.00   -6.08  189.84
 8463.00   -6.08  189.84
 8464.00   -6.08  189.84
 8465.00   -6.08  189.84
 8466.00   -6.08  189.84
 8467.00   -6.08  189.84
 8468.00   -6.08  189.84
 8469.00   -6.08  189.84
 8470.00   -6.08  189.84
 8471.00   -6.08  189.84
 8472.00   -6.08  189.84
 8473.00   -6.08  189.84
 8474.00   -6.08  189.84
 8475.00   -6.08  189.84
 8476.00   -6.08  189.84
 8477.00   -6.08  189.84
 8478.00   -6.08  189.84
 8479.00   -6.08  189.84
 8480.00   -6.08  189.84
 8481.00   -6.08  189.84
 8482.00   -6.08  189.84
 8483.00   -6.08  189.84
 8484.00   -6.08  189.84
 8485.00   -6.08  189.84
 8486.00   -6.08  189.84
 8487.00   -6.08  189.84
 8488.00   -6.08  189.84
 8489.00   -6.08  189.84
 8490.00   -6.08  189.84
 8491.00   -6.08  189.84
 8492.00   -6.08  189.84
 8493.00   -6.08  189.84
 8494.00   -6.08  189.84
 8495.00   -6.08  189.84
 8496.00   -6.08  189.84
 8497.00   -6.08  189.84
 8498.00   -6.08  189.84
 8499.00   -6.08  189.84
 8500.00   -6.08  189.84
 8501.00   -6.08  189.84
 8502.00   -6.08  189.84
 8503.00   -6.08  189.84
 8504.00   -6.08  189.84
 8505.00   -6.08  189.84
 8506.00   -6.08  189.84
 8507.00   -6.08  189.84
 8508.00   -6.08  189.84
 8509.00   -6.08  189.84
 8510.00   -6.08  189.84
 8511.00   -6.08  189.84
 8512.00   -6.08  189.84
 8513.00   -6.08  189.84
 8514.00   -6.08  189.84
 8515.00   -6.08  189.84
 8516.00   -6.08  189.84
 8517.00   -6.08  189.84
 8518.00   -6.08  189.84
 8519.00   -6.08  189.84
 8520.00   -6.08  189.84
 8521.00   -6.08  189.84
 8522.00   -6.08  189.84
 8523.00   -6.08  189.84
 8524.00   -6.08  189.84
 8525.00   -6.08  189.84
 8526.00   -6.08  189.84
 8527.00   -6.08  189.84
 8528.00   -6.08  189.84
 8529.00   -6.08  189.84
 8530.00   -6.08  189.84
 8531.00   -6.08  189.84
 8532.00   -6.08  189.84
 8533.00   -6.08  189.84
 8534.00   -6.08  189.84
 8535.00   -6.08  189.84
 8536.00   -6.08  189.84
 8537.00   -6.08  189.84
 8538.00   -6.08  189.84
 8539.00   -6.08  189.84
 8540.00   -6.08  189.84
 8541.00   -6.08  189.84
 8542.00   -6.08  189.84
 8543.00   -6.08  189.84
 8544.00   -6.08  189.84
 8545.00   -6.08  189.84
 8546.00   -6.08  189.84
 8547.00   -6.08  189.84
 8548.00   -6.08  189.84
 8549.00   -6.08  189.84
 8550.00   -6.08  189.84
 8551.00   -6.08  189.84
 8552.00   -6.08  189.84
 8553.00   -6.08  189.84
 8554.00   -6.08  189.84
 8555.00   -6.08  189.84
 8556.00   -6.08  189.84
 8557.00   -6.08  189.84
 8558.00   -6.08  189.84
 8559.00   -6.08  189.84
 8560.00   -6.08  189.84
 8561.00   -6.08  189.84
 8562.00   -6.08  189.84
 8563.00   -6.08  189.84
 8564.00   -6.08  189.84
 8565.00   -6.08  189.84
 8566.00   -6.08  189.84
 8567.00   -6.08  189.84
 8568.00   -6.08  189.84
 8569.00   -6.08  189.84
 8570.00   -6.08  189.84
 8571.00   -6.08  189.84
 8572.00   -6.08  189.84
 8573.00   -6.08  189.84
 8574.00   -6.08  189.84
 8575.00   -6.08  189.84
 8576.00   -6.08  189.84
 8577.00   -6.08  189.84
 8578.00   -6.08  189.84
 8579.00   -6.08  189.84
 8580.00   -6.08  189.84
 8581.00   -6.08  189.84
 8582.00   -6.08  189.84
 8583.00   -6.08  189.84
 8584.00   -6.08  189.84
 8585.00   -6.08  189.84
 8586.00   -6.08  189.84
 8587.00   -6.08  189.84
 8588.00   -6.08  189.84
 8589.00   -6.08  189.84
 8590.00   -6.08  189.84
 8591.00   -6.08  189.84
 8592.00   -6.08  189.84
 8593.00   -6.08  189.84
 8594.00   -6.08  189.84
 8595.00   -6.08  189.84
 8596.00   -6.08  189.84
 8597.00   -6.08  189.84
 8598.00   -6.08  189.84
 8599.00   -6.08  189.84
 8600.00   -6.08  189.84
 8601.00   -6.08  189.84
 8602.00   -6.08  189.84
 8603.00   -6.08  189.84
 8604.00   -6.08  189.84
 8605.00   -6.08  189.84
 8606.00   -6.08  189.84
 8607.00   -6.08  189.84
 8608.00   -6.08  189.84
 8609.00   -6.08  189.84
 8610.00   -6.08  189.84
 8611.00   -6.08  189.84
 8612.00   -6.08  189.84
 8613.00   -6.08  189.84
 8614.00   -6.08  189.84
 8615.00   -6.08  189.84
 8616.00   -6.08  189.84
 8617.00   -6.08  189.84
 8618.00   -6.08  189.84
 8619.00   -6.08  189.84
 8620.00   -6.08  189.84
 8621.00   -6.08  189.84
 8622.00   -6.08  189.84
 8623.00   -6.08  189.84
 8624.00   -6.08  189.84
 8625.00   -6.08  189.84
 8626.00   -6.08  189.84
 8627.00   -6.08  189.84
 8628.00   -6.08  189.84
 8629.00   -6.08  189.84
 8630.00   -6.08  189.84
 8631.00   -6.08  189.84
 8632.00   -6.08  189.84
 8633.00   -6.08  189.84
 8634.00   -6.08  189.84
 8635.00   -6.08  189.84
 8636.00   -6.08  189.84
 8637.00   -6.08  189.84
 8638.00   -6.08  189.84
 8639.00   -6.08  189.84
 8640.00   -6.08  189.84
 8641.00   -6.08  189.84
 8642.00   -6.08  189.84
 8643.00   -6.08  189.84
 8644.00   -6.08  189.84
 8645.00   -6.08  189.84
 8646.00   -6.08  189.84
 8647.00   -6.08  189.84
 8648.00   -6.08  189.84
 8649.00   -6.08  189.84
 8650.00   -6.08  189.84
 8651.00   -6.08  189.84
 8652.00   -6.08  189.84
 8653.00   -6.08  189.84
 8654.00   -6.08  189.84
 8655.00   -6.08  189.84
 8656.00   -6.08  189.84
 8657.00   -6.08  189.84
 8658.00   -6.08  189.84
 8659.00   -6.08  189.84
 8660.00   -6.08  189.84
 8661.00   -6.08  189.84
 8662.00   -6.08  189.84
 8663.00   -6.08  189.84
 8664.00   -6.08  189.84
 8665.00   -6.08  189.84
 8666.00   -6.08  189.84
 8667.00   -6.08  189.84
 8668.00   -6.08  189.84
 8669.00   -6.08  189.84
 8670.00   -6.08  189.84
 8671.00   -6.08  189.84
 8672.00   -6.08  189.84
 8673.00   -6.08  189.84
 8674.00   -6.08  189.84
 8675.00   -6.08  189.84
 8676.00   -6.08  189.84
 8677.00   -6.08  189.84
 8678.00   -6.08  189.84
 8679.00   -6.08  189.84
 8680.00   -6.08  189.84
 8681.00   -6.08  189.84
 8682.00   -6.08  189.84
 8683.00   -6.08  189.84
 8684.00   -6.08  189.84
 8685.00   -6.08  189.84
 8686.00   -6.08  189.84
 8687.00   -6.08  189.84
 8688.00   -6.08  189.84
 8689.00   -6.08  189.84
 8690.00   -6.08  189.84
 8691.00   -6.08  189.84
 8692.00   -6.08  189.84
 8693.00   -6.08  189.84
 8694.00   -6.08  189.84
 8695.00   -6.08  189.84
 8696.00   -6.08  189.84
 8697.00   -6.08  189.84
 8698.00   -6.08  189.84
 8699.00   -6.08  189.84
 8700.00   -6.08  189.84
 8701.00   -6.08  189.84
 8702.00   -6.08  189.84
 8703.00   -6.08  189.84
 8704.00   -6.08  189.84
 8705.00   -6.08  189.84
 8706.00   -6.08  189.84
 8707.00   -6.08  189.84
 8708.00   -6.08  189.84
 8709.00   -6.08  189.84
 8710.00   -6.08  189.84
 8711.00   -6.08  189.84
 8712.00   -6.08  189.84
 8713.00   -6.08  189.84
 8714.00   -6.08  189.84
 8715.00   -6.08  189.84
 8716.00   -6.08  189.84
 8717.00   -6.08  189.84
 8718.00   -6.08  189.84
 8719.00   -6.08  189.84
 8720.00   -6.08  189.84
 8721.00   -6.08  189.84
 8722.00   -6.08  189.84
 8723.00   -6.08  189.84
 8724.00   -6.08  189.84
 8725.00   -6.08  189.84
 8726.00   -6.08  189.84
 8727.00   -6.08  189.84
 8728.00   -6.08  189.84
 8729.00   -6.08  189.84
 8730.00   -6.08  189.84
 8731.00   -6.08  189.84
 8732.00   -6.08  189.84
 8733.00   -6.08  189.84
 8734.00   -6.08  189.84
 8735.00   -6.08  189.84
 8736.00   -6.08  189.84
 8737.00   -6.08  189.84
 8738.00   -6.08  189.84
 8739.00   -6.08  189.84
 8740.00   -6.08  189.84
 8741.00   -6.08  189.84
 8742.00   -6.08  189.84
 8743.00   -6.08  189.84
 8744.00   -6.08  189.84
 8745.00   -6.08  189.84
 8746.00   -6.08  189.84
 8747.00   -6.08  189.84
 8748.00   -6.08  189.84
 8749.00   -6.08  189.84
 8750.00   -6.08  189.84
 8751.00   -6.08  189.84
 8752.00   -6.08  189.84
 8753.00   -6.08  189.84
 8754.00   -6.08  189.84
 8755.00   -6.08  189.84
 8756.00   -6.08  189.84
 8757.00   -6.08  189.84
 8758.00   -6.08  189.84
 8759.00   -6.08  189.84
 8760.00   -6.08  189.84
 8761.00   -6.08  189.84
 8762.00   -6.08  189.84
 8763.00   -6.08  189.84
 8764.00   -6.08  189.84
 8765.00   -6.08  189.84
 8766.00   -6.08  189.84
 8767.00   -6.08  189.84
 8768.00   -6.08  189.84
 8769.00   -6.08  189.84
 8770.00   -6.08  189.84
 8771.00   -6.08  189.84
 8772.00   -6.08  189.84
 8773.00   -6.08  189.84
 8774.00   -6.08  189.84
 8775.00   -6.08  189.84
 8776.00   -6.08  189.84
 8777.00   -6.08  189.84
 8778.00   -6.08  189.84
 8779.00   -6.08  189.84
 8780.00   -6.08  189.84
 8781.00   -6.08  189.84
 8782.00   -6.08  189.84
 8783.00   -6.08  189.84
 8784.00   -6.08  189.84
 8785.00   -6.08  189.84
 8786.00   -6.08  189.84
 8787.00   -6.08  189.84
 8788.00   -6.08  189.84
 8789.00   -6.08  189.84
 8790.00   -6.08  189.84
 8791.00   -6.08  189.84
 8792.00   -6.08  189.84
 8793.00   -6.08  189.84
 8794.00   -6.08  189.84
 8795.00   -6.08  189.84
 8796.00   -6.08  189.84
 8797.00   -6.08  189.84
 8798.00   -6.08  189.84
 8799.00   -6.08  189.84
 8800.00   -6.08  189.84
 8801.00   -6.08  189.84
 8802.00   -6.08  189.84
 8803.00   -6.08  189.84
 8804.00   -6.08  189.84
 8805.00   -6.08  189.84
 8806.00   -6.08  189.84
 8807.00   -6.08  189.84
 8808.00   -6.08  189.84
 8809.00   -6.08  189.84
 8810.00   -6.08  189.84
 8811.00   -6.08  189.84
 8812.00   -6.08  189.84
 8813.00   -6.08  189.84
 8814.00   -6.08  189.84
 8815.00   -6.08  189.84
 8816.00   -6.08  189.84
 8817.00   -6.08  189.84
 8818.00   -6.08  189.84
 8819.00   -6.08  189.84
 8820.00   -6.08  189.84
 8821.00   -6.08  189.84
 8822.00   -6.08  189.84
 8823.00   -6.08  189.84
 8824.00   -6.08  189.84
 8825.00   -6.08  189.84
 8826.00   -6.08  189.84
 8827.00   -6.08  189.84
 8828.00   -6.08  189.84
 8829.00   -6.08  189.84
 8830.00   -6.08  189.84
 8831.00   -6.08  189.84
 8832.00   -6.08  189.84
 8833.00   -6.08  189.84
 8834.00   -6.08  189.84
 8835.00   -6.08  189.84
 8836.00   -6.08  189.84
 8837.00   -6.08  189.84
 8838.00   -6.08  189.84
 8839.00   -6.08  189.84
 8840.00   -6.08  189.84
 8841.00   -6.08  189.84
 8842.00   -6.08  189.84
 8843.00   -6.08  189.84
 8844.00   -6.08  189.84
 8845.00   -6.08  189.84
 8846.00   -6.08  189.84
 8847.00   -6.08  189.84
 8848.00   -6.08  189.84
 8849.00   -6.08  189.84
 8850.00   -6.08  189.84
 8851.00   -6.08  189.84
 8852.00   -6.08  189.84
