    t       m      T
105237.00   -4.22  189.62
105238.00   -4.21  190.75
105239.00   -4.10  189.55
105240.00   -4.08  190.55
105241.00   -4.18  189.26
105242.00   -4.15  189.59
105243.00   -4.19  188.04
105244.00   -4.18  189.10
105245.00   -4.11  188.94
105246.00   -4.19  189.97
105247.00   -4.21  190.13
105248.00   -4.17  191.04
105249.00   -4.15  188.10
105250.00   -4.09  189.49
105251.00   -4.25  191.74
105252.00   -4.18  190.04
105253.00   -4.16  190.29
105254.00   -4.14  191.26
105255.00   -4.13  188.30
105256.00   -4.02  189.81
105257.00   -4.12  190.58
105258.00   -4.10  190.13
105259.00   -4.25  189.62
105260.00   -4.17  189.04
105261.00   -4.14  188.94
105262.00   -4.16  188.97
105263.00   -4.13  190.04
105264.00   -4.25  190.94
105265.00   -4.25  188.56
105266.00   -4.18  189.49
105267.00   -4.12  190.97
105268.00   -4.24  189.49
105269.00   -4.10  189.17
105270.00   -4.11  190.62
105271.00   -4.14  189.78
105272.00   -4.09  189.07
105273.00   -4.10  190.49
105274.00   -4.12  190.87
105275.00   -4.12  190.07
105276.00   -4.17  190.26
105277.00   -4.14  190.78
105278.00   -4.19  189.39
105279.00   -4.16  190.71
105280.00   -4.25  189.17
105281.00   -4.11  190.33
105282.00   -4.17  189.39
105283.00   -4.17  190.36
105284.00   -4.15  190.87
105285.00   -4.19  191.32
105286.00   -4.09  189.65
105287.00   -4.15  190.29
105288.00   -4.14  189.07
105289.00   -4.09  188.65
105290.00   -4.12  190.78
105291.00   -4.21  191.04
105292.00   -4.21  190.13
105293.00   -4.18  190.65
105294.00   -4.21  189.62
105295.00   -4.20  189.59
105296.00   -4.17  191.04
105297.00   -4.18  189.94
105298.00   -4.04  188.56
105299.00   -4.10  191.20
105300.00   -4.21  190.87
105301.00   -4.08  190.04
105302.00   -4.16  190.33
105303.00   -4.22  187.98
105304.00   -4.19  190.62
105305.00   -4.21  190.23
105306.00   -4.21  189.97
105307.00   -4.21  190.07
105308.00   -4.21  189.75
105309.00   -4.09  189.20
105310.00   -4.25  187.27
105311.00   -4.26  192.13
105312.00   -4.07  190.55
105313.00   -3.94  189.10
105314.00   -4.24  190.33
105315.00   -4.16  189.13
105316.00   -4.14  190.00
105317.00   -4.20  190.84
105318.00   -4.16  189.55
105319.00   -4.31  190.58
105320.00   -4.05  189.55
105321.00   -4.11  190.46
105322.00   -4.21  191.07
105323.00   -4.14  189.26
105324.00   -4.29  190.10
105325.00   -4.14  190.68
105326.00   -4.21  189.97
105327.00   -4.10  190.62
105328.00   -4.20  188.27
105329.00   -4.10  188.62
105330.00   -4.11  188.72
105331.00   -4.16  189.07
105332.00   -4.15  188.59
105333.00   -4.19  191.07
105334.00   -4.07  189.91
105335.00   -4.13  190.91
105336.00   -4.23  189.91
105337.00   -4.11  188.65
105338.00   -4.17  190.20
105339.00   -4.10  189.13
105340.00   -4.08  189.10
105341.00   -4.23  190.91
105342.00   -4.15  190.91
105343.00   -4.24  190.29
105344.00   -4.26  190.65
105345.00   -4.17  190.29
105346.00   -4.25  189.36
105347.00   -4.17  188.91
105348.00   -4.10  189.10
105349.00   -4.02  190.04
105350.00   -4.00  191.26
105351.00   -4.04  189.59
105352.00   -4.08  188.56
105353.00   -4.12  189.91
105354.00   -4.23  190.17
105355.00   -4.11  190.84
105356.00   -4.07  191.00
105357.00   -4.16  188.91
105358.00   -4.22  191.13
105359.00   -4.03  190.94
105360.00   -4.16  190.39
105361.00   -4.18  190.07
105362.00   -4.16  189.39
105363.00   -4.13  191.39
105364.00   -4.24  189.71
105365.00   -4.09  190.23
105366.00   -4.08  192.61
105367.00   -4.19  190.68
105368.00   -4.07  190.20
105369.00   -4.06  189.71
105370.00   -4.05  189.88
105371.00   -4.05  189.65
105372.00   -4.14  187.75
105373.00   -4.07  188.30
105374.00   -4.17  192.74
105375.00   -4.15  190.07
105376.00   -4.11  191.94
105377.00   -4.10  190.68
105378.00   -4.05  189.81
105379.00   -4.12  189.81
105380.00   -4.17  190.94
105381.00   -4.07  191.78
105382.00   -4.12  188.91
105383.00   -4.03  190.10
105384.00   -4.08  191.29
105385.00   -4.09  190.07
105386.00   -4.12  188.97
105387.00   -4.14  190.42
105388.00   -4.23  188.56
105389.00   -4.13  190.62
105390.00   -4.12  190.75
105391.00   -3.99  189.75
105392.00   -4.24  190.49
105393.00   -4.16  189.52
105394.00   -4.13  190.04
105395.00   -4.08  189.91
105396.00   -4.19  188.88
105397.00   -4.22  189.30
105398.00   -4.06  190.13
105399.00   -4.12  189.91
105400.00   -4.19  189.75
105401.00   -4.18  190.04
105402.00   -4.02  190.75
105403.00   -4.19  191.71
105404.00   -4.07  190.00
105405.00   -4.10  189.75
105406.00   -4.16  190.29
105407.00   -4.14  190.91
105408.00   -4.17  190.13
105409.00   -4.25  190.26
105410.00   -4.24  188.72
105411.00   -4.22  189.46
105412.00   -4.28  188.94
105413.00   -4.32  189.65
105414.00   -4.22  191.87
105415.00   -4.16  190.55
105416.00   -4.18  189.10
105417.00   -4.18  190.17
105418.00   -4.18  190.23
105419.00   -4.26  189.52
105420.00   -4.13  188.33
105421.00   -4.15  190.84
105422.00   -4.15  190.49
105423.00   -4.25  189.23
105424.00   -4.11  188.81
105425.00   -4.09  188.30
105426.00   -4.09  190.36
105427.00   -4.06  189.52
105428.00   -4.20  189.75
105429.00   -4.15  190.36
105430.00   -4.10  189.68
105431.00   -4.14  189.71
105432.00   -4.09  189.62
105433.00   -4.04  189.94
105434.00   -4.06  188.78
105435.00   -4.14  190.65
105436.00   -4.11  190.84
105437.00   -4.13  190.26
105438.00   -4.15  189.97
105439.00   -4.21  189.55
105440.00   -4.17  190.42
105441.00   -4.14  190.87
105442.00   -4.08  188.62
105443.00   -4.06  188.23
105444.00   -4.15  187.94
105445.00   -4.08  189.84
105446.00   -4.10  188.62
105447.00   -4.17  191.23
105448.00   -4.06  189.36
105449.00   -4.10  189.23
105450.00   -4.06  189.91
105451.00   -4.09  188.94
105452.00   -4.06  188.52
105453.00   -4.24  190.20
105454.00   -4.26  190.81
105455.00   -4.19  188.65
105456.00   -4.11  190.00
105457.00   -4.21  189.39
105458.00   -4.23  189.91
105459.00   -4.12  190.94
105460.00   -4.18  189.39
105461.00   -4.18  188.46
105462.00   -4.25  189.46
105463.00   -4.07  190.42
105464.00   -4.24  190.49
105465.00   -4.20  190.20
105466.00   -4.05  188.97
105467.00   -4.11  190.58
105468.00   -4.21  190.97
105469.00   -4.16  188.39
105470.00   -4.06  188.49
105471.00   -4.14  191.07
105472.00   -4.11  189.42
105473.00   -4.16  190.04
105474.00   -4.03  191.81
105475.00   -4.00  188.75
105476.00   -4.07  191.45
105477.00   -4.12  188.68
105478.00   -4.10  190.36
105479.00   -4.13  188.88
105480.00   -4.10  190.26
105481.00   -4.07  190.78
105482.00   -4.12  189.30
105483.00   -4.07  190.10
105484.00   -4.13  188.68
105485.00   -4.11  190.81
105486.00   -4.18  191.04
105487.00   -4.16  189.20
105488.00   -4.21  190.29
105489.00   -4.23  189.33
105490.00   -4.24  190.17
105491.00   -4.16  190.55
105492.00   -4.18  188.81
105493.00   -4.09  191.10
105494.00   -4.13  189.65
105495.00   -4.04  191.68
105496.00   -4.08  188.97
105497.00   -4.13  189.30
105498.00   -4.16  191.10
105499.00   -4.18  190.36
105500.00   -4.17  190.17
105501.00   -4.18  191.16
105502.00   -4.09  188.97
105503.00   -4.17  190.75
105504.00   -4.14  190.52
105505.00   -4.14  189.46
105506.00   -4.15  189.49
105507.00   -4.04  190.46
105508.00   -4.08  190.58
105509.00   -4.19  189.81
105510.00   -4.18  188.52
105511.00   -4.07  189.68
105512.00   -4.08  189.07
105513.00   -4.02  188.07
105514.00   -4.17  190.00
105515.00   -4.16  189.26
105516.00   -4.17  189.46
105517.00   -4.20  189.55
105518.00   -4.01  190.84
105519.00   -4.12  189.07
105520.00   -4.23  187.78
105521.00   -4.07  192.42
105522.00   -4.17  189.23
105523.00   -4.24  191.74
105524.00   -4.13  188.94
105525.00   -3.99  191.65
105526.00   -4.08  191.90
105527.00   -4.16  189.59
105528.00   -4.10  190.81
105529.00   -4.10  188.68
105530.00   -4.11  189.10
105531.00   -4.07  191.97
105532.00   -4.23  190.55
105533.00   -4.17  190.55
105534.00   -4.08  189.75
105535.00   -4.17  188.52
105536.00   -4.12  190.42
105537.00   -4.12  188.49
105538.00   -4.19  190.65
105539.00   -4.09  188.49
105540.00   -4.03  187.65
105541.00   -4.06  189.84
105542.00   -4.11  189.97
105543.00   -4.13  189.07
105544.00   -4.12  188.56
105545.00   -4.03  191.49
105546.00   -3.99  189.52
105547.00   -4.05  189.26
105548.00   -4.24  189.62
105549.00   -4.17  190.13
105550.00   -4.23  191.61
105551.00   -4.10  190.39
105552.00   -4.14  190.10
105553.00   -4.08  189.17
105554.00   -4.15  191.71
105555.00   -4.15  188.78
105556.00   -4.12  191.16
105557.00   -4.21  188.75
105558.00   -4.18  190.42
105559.00   -4.20  190.97
105560.00   -4.08  187.94
105561.00   -4.13  190.10
105562.00   -4.11  190.07
105563.00   -4.15  188.97
105564.00   -4.12  188.88
105565.00   -4.10  189.59
105566.00   -4.20  190.49
105567.00   -4.16  188.85
105568.00   -4.08  190.33
105569.00   -4.27  188.59
105570.00   -3.94  191.26
105571.00   -4.09  191.23
105572.00   -4.14  189.07
105573.00   -4.25  188.46
105574.00   -4.22  188.04
105575.00   -4.16  188.46
105576.00   -4.17  191.55
105577.00   -4.12  191.52
105578.00   -4.15  188.85
105579.00   -4.23  190.84
105580.00   -4.16  189.97
105581.00   -4.20  189.04
105582.00   -4.28  190.20
105583.00   -4.16  190.52
105584.00   -4.13  188.14
105585.00   -4.12  191.94
105586.00   -4.15  189.49
105587.00   -4.14  191.13
105588.00   -4.08  189.01
105589.00   -4.18  190.33
105590.00   -4.03  191.16
105591.00   -4.20  190.33
105592.00   -4.24  189.71
105593.00   -4.22  189.68
105594.00   -4.21  191.68
105595.00   -4.11  190.10
105596.00   -4.06  188.91
105597.00   -4.23  190.58
105598.00   -4.13  188.85
105599.00   -4.16  189.23
105600.00   -4.05  191.16
105601.00   -4.10  188.75
105602.00   -4.00  188.85
105603.00   -4.09  189.81
105604.00   -4.16  189.97
105605.00   -4.12  188.62
105606.00   -4.15  189.62
105607.00   -4.20  190.52
105608.00   -4.07  190.36
105609.00   -4.11  189.71
105610.00   -4.19  189.84
105611.00   -4.15  189.91
105612.00   -4.09  190.52
105613.00   -4.03  188.56
105614.00   -4.25  188.52
105615.00   -4.17  191.20
105616.00   -4.05  191.07
105617.00   -4.25  190.55
105618.00   -4.13  189.94
105619.00   -4.19  192.13
105620.00   -4.28  190.04
105621.00   -4.12  190.04
105622.00   -4.23  189.59
105623.00   -4.22  190.00
105624.00   -4.22  189.97
105625.00   -4.10  190.26
105626.00   -4.05  191.52
105627.00   -4.26  190.20
105628.00   -4.14  191.13
105629.00   -4.12  190.13
105630.00   -4.08  189.71
105631.00   -4.14  191.49
105632.00   -4.20  190.68
105633.00   -4.23  190.26
105634.00   -4.13  190.62
105635.00   -4.31  190.20
105636.00   -4.14  190.13
105637.00   -4.01  190.29
105638.00   -4.12  190.68
105639.00   -4.11  188.94
105640.00   -4.13  190.91
105641.00   -4.20  191.00
105642.00   -4.07  191.29
105643.00   -4.19  189.84
105644.00   -4.05  190.20
105645.00   -4.10  188.75
105646.00   -4.09  191.16
105647.00   -4.25  190.20
105648.00   -4.16  189.84
105649.00   -4.17  189.71
105650.00   -4.17  189.01
105651.00   -4.17  190.17
105652.00   -4.12  190.33
105653.00   -4.10  188.36
105654.00   -4.06  189.91
105655.00   -4.18  190.42
105656.00   -4.09  190.17
105657.00   -4.14  191.00
105658.00   -4.20  190.36
105659.00   -4.03  189.88
105660.00   -4.18  191.52
105661.00   -4.02  192.71
105662.00   -4.08  189.84
105663.00   -4.20  190.87
105664.00   -4.09  189.97
105665.00   -4.16  188.65
105666.00   -4.21  190.75
105667.00   -4.07  189.36
105668.00   -4.20  189.20
105669.00   -4.15  189.88
105670.00   -4.14  189.65
105671.00   -4.18  188.85
105672.00   -4.20  189.91
105673.00   -4.19  188.30
105674.00   -4.07  190.13
105675.00   -4.17  191.20
105676.00   -4.13  190.13
105677.00   -4.23  189.20
105678.00   -4.14  190.13
105679.00   -4.18  190.55
105680.00   -4.15  190.71
105681.00   -4.18  189.52
105682.00   -4.27  189.62
105683.00   -4.15  189.91
105684.00   -4.09  188.59
105685.00   -4.03  188.33
105686.00   -4.08  188.91
105687.00   -4.19  189.17
105688.00   -4.22  190.10
105689.00   -4.19  190.97
105690.00   -4.13  191.29
105691.00   -4.08  189.36
105692.00   -4.20  188.88
105693.00   -4.10  189.62
105694.00   -4.19  190.94
105695.00   -4.24  189.59
105696.00   -4.19  190.04
105697.00   -4.05  190.91
105698.00   -4.11  191.00
105699.00   -4.13  189.91
105700.00   -4.03  189.59
105701.00   -4.09  190.52
105702.00   -4.17  189.33
105703.00   -4.11  191.26
105704.00   -4.19  191.52
105705.00   -4.05  190.71
105706.00   -4.13  188.72
105707.00   -4.09  189.81
105708.00   -4.10  190.10
105709.00   -4.12  189.13
105710.00   -4.08  189.78
105711.00   -4.08  190.46
105712.00   -3.99  188.81
105713.00   -4.07  190.07
105714.00   -4.05  189.26
105715.00   -4.23  189.07
105716.00   -4.13  189.71
105717.00   -4.06  190.65
105718.00   -4.19  188.81
105719.00   -4.07  188.78
105720.00   -4.06  189.81
105721.00   -4.14  189.71
105722.00   -4.15  189.49
105723.00   -4.20  189.04
105724.00   -4.23  188.01
105725.00   -4.09  190.42
105726.00   -4.14  188.78
105727.00   -4.10  190.39
105728.00   -4.00  190.46
105729.00   -4.07  189.26
105730.00   -4.09  190.49
105731.00   -4.20  189.75
105732.00   -4.09  188.68
105733.00   -4.28  190.81
105734.00   -4.10  189.84
105735.00   -4.11  189.36
105736.00   -4.09  190.00
105737.00   -4.08  189.39
105738.00   -4.15  190.39
105739.00   -4.07  188.39
105740.00   -4.04  190.33
105741.00   -4.08  189.94
105742.00   -4.07  190.33
105743.00   -4.07  190.52
105744.00   -4.16  191.68
105745.00   -4.11  189.33
105746.00   -4.12  189.36
105747.00   -4.16  188.97
105748.00   -4.15  189.39
105749.00   -4.24  190.42
105750.00   -4.28  190.68
105751.00   -4.20  190.26
105752.00   -4.25  190.49
105753.00   -4.10  190.20
105754.00   -4.21  189.88
105755.00   -4.17  191.94
105756.00   -4.11  191.49
105757.00   -4.10  191.10
105758.00   -4.17  188.81
105759.00   -4.18  189.71
105760.00   -4.12  191.07
105761.00   -4.12  192.03
105762.00   -4.20  191.32
105763.00   -4.14  189.49
105764.00   -4.13  190.10
105765.00   -4.20  190.42
105766.00   -4.05  190.26
105767.00   -4.10  190.49
105768.00   -4.09  189.01
105769.00   -4.10  191.32
105770.00   -4.22  188.07
105771.00   -4.07  190.33
105772.00   -4.01  190.33
105773.00   -4.16  189.68
105774.00   -4.07  188.94
105775.00   -4.14  190.78
105776.00   -4.13  188.49
105777.00   -4.09  190.20
105778.00   -4.05  191.45
105779.00   -4.11  189.01
105780.00   -4.07  189.17
105781.00   -4.14  188.20
105782.00   -4.06  190.87
105783.00   -4.17  190.26
105784.00   -4.13  189.62
105785.00   -4.17  188.94
105786.00   -4.26  189.42
105787.00   -4.10  189.55
105788.00   -4.26  191.42
105789.00   -4.19  190.58
105790.00   -4.25  188.88
105791.00   -4.19  189.42
105792.00   -4.07  190.33
105793.00   -4.17  188.27
105794.00   -4.16  188.78
105795.00   -4.22  190.23
105796.00   -4.18  191.07
105797.00   -4.23  189.26
105798.00   -4.17  191.36
105799.00   -4.16  189.68
105800.00   -4.05  190.97
105801.00   -4.11  189.46
105802.00   -4.15  190.07
105803.00   -4.14  190.68
105804.00   -4.13  188.85
105805.00   -4.17  190.26
105806.00   -4.14  189.52
105807.00   -4.19  189.65
105808.00   -4.08  190.49
105809.00   -4.15  190.00
105810.00   -4.13  189.39
105811.00   -4.18  189.36
105812.00   -4.05  191.94
105813.00   -4.14  189.94
105814.00   -4.12  191.87
105815.00   -4.03  190.04
105816.00   -4.11  189.55
105817.00   -4.01  188.81
105818.00   -4.09  189.91
105819.00   -4.07  190.97
105820.00   -3.97  191.13
105821.00   -4.13  190.42
105822.00   -4.09  190.23
105823.00   -4.05  188.65
105824.00   -4.06  189.20
105825.00   -4.04  190.04
105826.00   -4.17  188.94
105827.00   -4.19  190.00
105828.00   -4.17  190.62
105829.00   -4.06  190.94
105830.00   -4.10  188.56
105831.00   -4.12  190.10
105832.00   -4.08  189.81
105833.00   -4.11  190.52
105834.00   -4.04  190.58
105835.00   -4.15  189.42
105836.00   -4.24  190.23
105837.00   -4.20  189.10
105838.00   -4.07  190.04
105839.00   -4.10  189.20
105840.00   -4.13  190.26
105841.00   -4.07  189.07
105842.00   -4.18  189.26
105843.00   -4.04  190.78
105844.00   -3.99  188.78
105845.00   -4.11  190.81
105846.00   -4.12  190.04
105847.00   -4.16  188.62
105848.00   -4.27  189.78
105849.00   -4.15  191.13
105850.00   -4.03  190.94
105851.00   -4.20  191.32
105852.00   -4.20  190.04
105853.00   -4.11  189.84
105854.00   -4.31  190.52
105855.00   -4.15  190.49
105856.00   -4.13  189.04
105857.00   -4.20  190.75
105858.00   -4.21  191.07
105859.00   -4.16  189.88
105860.00   -4.05  189.55
105861.00   -4.11  188.78
105862.00   -4.16  190.65
105863.00   -4.08  188.68
105864.00   -4.07  190.26
105865.00   -4.15  191.23
105866.00   -4.19  189.78
105867.00   -4.24  191.00
105868.00   -3.96  189.91
105869.00   -4.17  191.13
105870.00   -4.19  191.58
105871.00   -4.13  188.46
105872.00   -4.04  190.13
105873.00   -4.09  189.52
105874.00   -4.20  188.27
105875.00   -4.15  189.46
105876.00   -4.13  188.85
105877.00   -4.17  189.91
105878.00   -4.11  189.78
105879.00   -4.23  188.91
105880.00   -4.12  189.49
105881.00   -4.15  189.94
105882.00   -4.20  190.81
105883.00   -4.14  190.10
105884.00   -4.17  189.68
105885.00   -4.19  190.23
105886.00   -4.20  191.26
105887.00   -4.23  189.01
105888.00   -4.15  190.97
105889.00   -4.14  189.65
105890.00   -4.10  189.97
105891.00   -4.12  190.42
105892.00   -4.10  190.55
105893.00   -4.07  191.68
105894.00   -4.04  189.75
105895.00   -4.07  189.97
105896.00   -4.15  190.00
105897.00   -4.13  189.91
105898.00   -4.09  189.78
105899.00   -4.17  190.26
105900.00   -4.13  188.68
105901.00   -4.09  190.58
105902.00   -4.08  189.91
105903.00   -4.11  190.46
105904.00   -4.09  190.07
105905.00   -4.19  192.58
105906.00   -4.13  190.75
105907.00   -3.96  191.78
105908.00   -4.14  189.49
105909.00   -4.15  190.52
105910.00   -4.14  190.26
105911.00   -4.05  190.55
105912.00   -4.28  189.81
105913.00   -4.13  191.29
105914.00   -4.15  189.33
105915.00   -4.07  190.26
105916.00   -4.15  190.52
105917.00   -4.13  189.88
105918.00   -4.13  189.71
105919.00   -4.11  189.10
105920.00   -4.21  190.65
105921.00   -4.14  188.91
105922.00   -4.13  191.00
105923.00   -4.12  190.49
105924.00   -4.24  190.62
105925.00   -4.15  190.20
105926.00   -4.11  192.48
105927.00   -4.09  190.20
105928.00   -4.24  189.97
105929.00   -4.10  191.84
105930.00   -4.10  191.07
105931.00   -4.14  189.39
105932.00   -4.16  190.33
105933.00   -4.14  189.91
105934.00   -4.11  190.36
105935.00   -4.18  189.42
105936.00   -4.03  189.33
105937.00   -4.21  188.97
105938.00   -4.17  188.85
105939.00   -4.20  189.91
105940.00   -4.21  190.13
105941.00   -4.19  188.97
105942.00   -4.06  190.20
105943.00   -4.11  189.33
105944.00   -4.09  189.30
105945.00   -4.14  190.81
105946.00   -4.02  189.94
105947.00   -4.11  190.13
105948.00   -4.08  189.55
105949.00   -4.15  190.78
105950.00   -4.17  190.26
105951.00   -4.15  191.58
105952.00   -4.16  188.78
105953.00   -4.19  188.23
105954.00   -4.15  189.59
105955.00   -4.12  189.17
105956.00   -4.16  189.71
105957.00   -4.12  190.68
105958.00   -4.08  190.23
105959.00   -4.12  188.36
105960.00   -4.17  188.75
105961.00   -4.13  190.20
105962.00   -4.23  190.26
105963.00   -4.10  188.62
105964.00   -4.20  190.91
105965.00   -4.17  189.78
105966.00   -3.99  190.55
105967.00   -4.13  189.01
105968.00   -4.16  188.65
105969.00   -4.17  190.71
105970.00   -4.27  189.94
105971.00   -4.20  191.23
105972.00   -4.10  190.23
105973.00   -4.26  189.39
105974.00   -4.07  188.88
105975.00   -4.04  189.55
105976.00   -3.98  189.36
105977.00   -4.23  187.59
105978.00   -4.18  190.62
105979.00   -4.19  188.68
105980.00   -4.06  189.59
105981.00   -4.19  189.65
105982.00   -4.20  189.84
105983.00   -4.23  189.01
105984.00   -4.15  189.81
105985.00   -4.10  188.56
105986.00   -4.19  190.65
105987.00   -4.12  191.26
105988.00   -4.13  189.71
105989.00   -4.05  187.98
105990.00   -4.12  189.75
105991.00   -4.07  189.94
105992.00   -4.16  190.49
105993.00   -4.19  190.81
105994.00   -4.11  189.81
105995.00   -4.20  188.46
105996.00   -4.17  190.71
105997.00   -4.10  187.78
105998.00   -4.20  188.72
105999.00   -4.21  189.04
106000.00   -4.24  189.59
106001.00   -4.11  189.75
106002.00   -4.26  189.91
106003.00   -4.13  189.07
106004.00   -4.15  188.65
106005.00   -3.99  188.68
106006.00   -4.13  190.39
106007.00   -4.09  189.59
106008.00   -4.22  189.55
106009.00   -4.17  191.10
106010.00   -4.32  190.20
106011.00   -4.13  189.88
106012.00   -4.21  190.94
106013.00   -4.15  189.26
106014.00   -4.08  189.30
106015.00   -4.08  190.65
106016.00   -4.04  188.43
106017.00   -4.02  189.91
106018.00   -3.99  190.55
106019.00   -4.26  189.75
106020.00   -4.18  189.33
106021.00   -4.15  190.55
106022.00   -4.14  189.65
106023.00   -3.97  190.26
106024.00   -3.99  190.07
106025.00   -4.18  189.10
106026.00   -4.07  189.26
106027.00   -4.20  188.65
106028.00   -4.17  189.46
106029.00   -4.20  189.36
106030.00   -4.20  189.78
106031.00   -4.07  190.75
106032.00   -4.11  188.33
106033.00   -4.08  189.30
106034.00   -4.15  189.88
106035.00   -4.21  191.55
106036.00   -4.12  191.42
106037.00   -4.23  190.23
106038.00   -4.20  188.49
106039.00   -4.06  189.01
106040.00   -4.12  190.20
106041.00   -4.05  189.84
106042.00   -4.14  191.07
106043.00   -4.17  189.81
106044.00   -3.94  189.65
106045.00   -4.15  189.33
106046.00   -4.09  192.45
106047.00   -4.18  189.10
106048.00   -4.11  190.49
106049.00   -4.00  190.10
106050.00   -4.04  188.72
106051.00   -4.22  188.68
106052.00   -4.18  191.32
106053.00   -4.08  190.04
106054.00   -4.04  188.88
106055.00   -4.12  189.01
106056.00   -4.17  189.33
106057.00   -4.05  189.75
106058.00   -4.12  189.68
106059.00   -4.23  189.46
106060.00   -4.21  190.42
106061.00   -4.11  190.23
106062.00   -4.16  189.07
106063.00   -4.06  190.68
106064.00   -4.13  189.62
106065.00   -4.00  189.36
106066.00   -4.13  190.94
106067.00   -4.09  190.68
106068.00   -4.08  190.00
106069.00   -4.14  190.07
106070.00   -4.09  191.36
106071.00   -4.20  189.39
106072.00   -4.09  191.97
106073.00   -4.16  190.07
106074.00   -4.19  190.00
106075.00   -4.21  189.97
106076.00   -4.18  190.20
106077.00   -4.07  189.81
106078.00   -4.05  188.85
106079.00   -4.11  189.75
106080.00   -4.27  188.62
106081.00   -4.24  192.32
106082.00   -4.21  188.33
106083.00   -4.24  189.88
106084.00   -4.07  187.81
106085.00   -4.19  189.20
106086.00   -4.09  188.78
106087.00   -4.04  188.52
106088.00   -4.13  189.23
106089.00   -4.03  190.00
106090.00   -4.10  189.88
106091.00   -4.07  189.65
106092.00   -4.15  189.07
106093.00   -4.16  189.42
106094.00   -4.11  188.17
106095.00   -4.04  190.46
106096.00   -4.15  188.85
106097.00   -4.19  190.68
106098.00   -4.13  189.36
106099.00   -3.91  189.26
106100.00   -4.14  189.62
106101.00   -4.10  190.87
106102.00   -4.15  190.13
106103.00   -4.14  189.65
106104.00   -4.08  189.59
106105.00   -4.08  190.00
106106.00   -4.06  190.10
106107.00   -4.01  189.39
106108.00   -4.11  189.68
106109.00   -4.27  188.78
106110.00   -4.18  190.23
106111.00   -4.19  189.52
106112.00   -4.24  189.91
106113.00   -4.25  189.81
106114.00   -4.14  189.39
106115.00   -4.06  189.26
106116.00   -4.06  191.16
106117.00   -4.16  189.13
106118.00   -4.20  189.49
106119.00   -4.01  191.29
106120.00   -4.07  189.01
106121.00   -4.19  190.81
106122.00   -4.15  190.71
106123.00   -4.09  190.13
106124.00   -4.15  191.23
106125.00   -4.15  189.39
106126.00   -4.22  190.49
106127.00   -4.23  189.81
106128.00   -4.19  190.36
106129.00   -4.01  190.33
106130.00   -4.21  189.91
106131.00   -4.20  190.49
106132.00   -4.08  191.07
106133.00   -4.08  189.94
106134.00   -4.06  189.97
106135.00   -4.15  189.20
106136.00   -3.98  191.20
106137.00   -4.10  189.78
106138.00   -4.05  189.39
106139.00   -4.25  189.52
106140.00   -4.22  190.58
106141.00   -4.22  191.13
106142.00   -4.11  191.71
106143.00   -4.14  189.36
106144.00   -4.26  189.39
106145.00   -4.26  189.55
106146.00   -4.09  190.94
106147.00   -4.14  188.91
106148.00   -4.23  191.45
106149.00   -4.10  189.39
106150.00   -4.22  189.59
106151.00   -4.21  191.32
106152.00   -4.11  189.23
106153.00   -4.11  189.36
106154.00   -4.11  190.23
106155.00   -4.09  189.07
106156.00   -4.19  190.13
106157.00   -4.13  189.52
106158.00   -4.14  190.36
106159.00   -4.13  189.62
106160.00   -4.25  188.68
106161.00   -4.18  189.49
106162.00   -4.10  188.85
106163.00   -4.15  187.43
106164.00   -4.13  190.71
106165.00   -4.19  190.75
106166.00   -4.12  189.75
106167.00   -4.16  191.13
106168.00   -4.29  190.13
106169.00   -4.17  189.17
106170.00   -4.11  190.10
106171.00   -4.14  189.91
106172.00   -4.13  189.55
106173.00   -4.22  187.56
106174.00   -4.21  189.94
106175.00   -4.18  189.81
106176.00   -4.02  190.33
106177.00   -4.24  190.17
106178.00   -4.18  191.36
106179.00   -4.23  189.97
106180.00   -4.01  190.13
106181.00   -4.11  189.75
106182.00   -4.10  190.07
106183.00   -4.16  189.59
106184.00   -4.12  191.45
106185.00   -4.18  189.39
106186.00   -4.25  189.81
106187.00   -4.07  188.59
106188.00   -4.10  189.97
106189.00   -4.24  190.55
106190.00   -4.00  189.01
106191.00   -4.17  190.46
106192.00   -3.92  187.52
106193.00   -4.05  189.01
106194.00   -4.12  190.62
106195.00   -4.09  189.78
106196.00   -4.11  189.91
106197.00   -4.14  188.68
106198.00   -4.14  190.87
106199.00   -4.18  190.23
106200.00   -4.12  191.55
106201.00   -4.08  189.84
106202.00   -4.12  187.98
106203.00   -4.15  191.16
106204.00   -4.18  190.81
106205.00   -4.17  188.10
106206.00   -4.05  190.84
106207.00   -4.15  190.04
106208.00   -4.08  191.29
106209.00   -4.21  190.10
106210.00   -4.05  189.81
106211.00   -4.13  191.00
106212.00   -4.08  189.42
106213.00   -4.13  188.43
106214.00   -4.12  191.00
106215.00   -4.09  188.62
106216.00   -4.03  191.52
106217.00   -4.15  189.55
106218.00   -4.22  190.75
106219.00   -4.13  190.33
106220.00   -4.10  190.75
106221.00   -4.18  189.62
106222.00   -3.94  188.72
106223.00   -4.06  191.10
106224.00   -4.16  190.49
106225.00   -4.06  190.87
106226.00   -4.04  189.55
106227.00   -4.09  190.33
106228.00   -4.15  192.10
106229.00   -4.16  191.78
106230.00   -4.22  190.58
106231.00   -4.12  189.68
106232.00   -4.20  188.59
106233.00   -4.21  189.62
106234.00   -4.17  188.88
106235.00   -4.22  189.71
